Result of /data/leuven/370/vsc37064/new_queries_named_graph_join_order/query_31.txt:
OpenLink Virtuoso Interactive SQL (Virtuoso)
Version 07.20.3240 as of Mar 11 2025
Type HELP; for help and EXIT; to exit.
Connected to OpenLink Virtuoso
Driver: 07.20.3240 OpenLink Virtuoso ODBC Driver
featureName                                                                       characteristicName                                                                frequency
LONG VARCHAR                                                                      LONG VARCHAR                                                                      LONG VARCHAR
_______________________________________________________________________________

FCFP6_1024_314                                                                                  FCFP6_1024_314 data-type                                                                                  1083
FCFP6_1024_44                                                                                  FCFP6_1024_44 number of missing values                                                                                  1083
FCFP6_1024_215                                                                                  FCFP6_1024_215 number of missing values                                                                                  1083
FCFP6_1024_941                                                                                  FCFP6_1024_941 data-type                                                                                  1083
FCFP6_1024_735                                                                                  FCFP6_1024_735 data-type                                                                                  1083
FCFP6_1024_617                                                                                  FCFP6_1024_617 number of missing values                                                                                  1083
FCFP6_1024_398                                                                                  FCFP6_1024_398 number of missing values                                                                                  1083
FCFP6_1024_579                                                                                  FCFP6_1024_579 data-type                                                                                  1083
FCFP6_1024_375                                                                                  FCFP6_1024_375 data-type                                                                                  1083
FCFP6_1024_969                                                                                  FCFP6_1024_969 data-type                                                                                  1083
FCFP6_1024_608                                                                                  FCFP6_1024_608 number of missing values                                                                                  1083
FCFP6_1024_490                                                                                  FCFP6_1024_490 number of missing values                                                                                  1083
FCFP6_1024_611                                                                                  FCFP6_1024_611 data-type                                                                                  1083
FCFP6_1024_301                                                                                  FCFP6_1024_301 number of missing values                                                                                  1083
FCFP6_1024_419                                                                                  FCFP6_1024_419 number of missing values                                                                                  1083
FCFP6_1024_406                                                                                  FCFP6_1024_406 data-type                                                                                  1083
FCFP6_1024_91                                                                                  FCFP6_1024_91 data-type                                                                                  1083
FCFP6_1024_722                                                                                  FCFP6_1024_722 number of missing values                                                                                  1083
FCFP6_1024_831                                                                                  FCFP6_1024_831 number of missing values                                                                                  1083
FCFP6_1024_689                                                                                  FCFP6_1024_689 number of missing values                                                                                  1083
FCFP6_1024_182                                                                                  FCFP6_1024_182 data-type                                                                                  1083
FCFP6_1024_299                                                                                  FCFP6_1024_299 number of missing values                                                                                  1083
FCFP6_1024_310                                                                                  FCFP6_1024_310 data-type                                                                                  1083
FCFP6_1024_241                                                                                  FCFP6_1024_241 number of missing values                                                                                  1083
FCFP6_1024_994                                                                                  FCFP6_1024_994 data-type                                                                                  1083
FCFP6_1024_564                                                                                  FCFP6_1024_564 number of missing values                                                                                  1083
FCFP6_1024_978                                                                                  FCFP6_1024_978 data-type                                                                                  1083
FCFP6_1024_877                                                                                  FCFP6_1024_877 number of missing values                                                                                  1083
FCFP6_1024_652                                                                                  FCFP6_1024_652 data-type                                                                                  1083
FCFP6_1024_387                                                                                  FCFP6_1024_387 number of missing values                                                                                  1083
FCFP6_1024_769                                                                                  FCFP6_1024_769 number of missing values                                                                                  1083
FCFP6_1024_767                                                                                  FCFP6_1024_767 data-type                                                                                  1083
FCFP6_1024_498                                                                                  FCFP6_1024_498 data-type                                                                                  1083
FCFP6_1024_122                                                                                  FCFP6_1024_122 number of missing values                                                                                  1083
FCFP6_1024_936                                                                                  FCFP6_1024_936 number of missing values                                                                                  1083
FCFP6_1024_153                                                                                  FCFP6_1024_153 number of missing values                                                                                  1083
FCFP6_1024_482                                                                                  FCFP6_1024_482 data-type                                                                                  1083
FCFP6_1024_244                                                                                  FCFP6_1024_244 data-type                                                                                  1083
FCFP6_1024_20                                                                                  FCFP6_1024_20 number of missing values                                                                                  1083
FCFP6_1024_641                                                                                  FCFP6_1024_641 data-type                                                                                  1083
FCFP6_1024_259                                                                                  FCFP6_1024_259 data-type                                                                                  1083
FCFP6_1024_572                                                                                  FCFP6_1024_572 number of missing values                                                                                  1083
FCFP6_1024_441                                                                                  FCFP6_1024_441 data-type                                                                                  1083
FCFP6_1024_983                                                                                  FCFP6_1024_983 number of missing values                                                                                  1083
FCFP6_1024_843                                                                                  FCFP6_1024_843 number of missing values                                                                                  1083
FCFP6_1024_243                                                                                  FCFP6_1024_243 number of missing values                                                                                  1083
FCFP6_1024_366                                                                                  FCFP6_1024_366 data-type                                                                                  1083
FCFP6_1024_276                                                                                  FCFP6_1024_276 data-type                                                                                  1083
FCFP6_1024_97                                                                                  FCFP6_1024_97 data-type                                                                                  1083
FCFP6_1024_280                                                                                  FCFP6_1024_280 data-type                                                                                  1083
FCFP6_1024_84                                                                                  FCFP6_1024_84 data-type                                                                                  1083
FCFP6_1024_139                                                                                  FCFP6_1024_139 data-type                                                                                  1083
FCFP6_1024_903                                                                                  FCFP6_1024_903 data-type                                                                                  1083
FCFP6_1024_879                                                                                  FCFP6_1024_879 number of missing values                                                                                  1083
FCFP6_1024_158                                                                                  FCFP6_1024_158 data-type                                                                                  1083
FCFP6_1024_71                                                                                  FCFP6_1024_71 data-type                                                                                  1083
FCFP6_1024_429                                                                                  FCFP6_1024_429 data-type                                                                                  1083
FCFP6_1024_298                                                                                  FCFP6_1024_298 number of missing values                                                                                  1083
FCFP6_1024_513                                                                                  FCFP6_1024_513 number of missing values                                                                                  1083
FCFP6_1024_672                                                                                  FCFP6_1024_672 data-type                                                                                  1083
FCFP6_1024_654                                                                                  FCFP6_1024_654 data-type                                                                                  1083
FCFP6_1024_743                                                                                  FCFP6_1024_743 data-type                                                                                  1083
FCFP6_1024_345                                                                                  FCFP6_1024_345 data-type                                                                                  1083
FCFP6_1024_954                                                                                  FCFP6_1024_954 data-type                                                                                  1083
FCFP6_1024_180                                                                                  FCFP6_1024_180 number of missing values                                                                                  1083
FCFP6_1024_273                                                                                  FCFP6_1024_273 number of missing values                                                                                  1083
FCFP6_1024_592                                                                                  FCFP6_1024_592 number of missing values                                                                                  1083
FCFP6_1024_432                                                                                  FCFP6_1024_432 number of missing values                                                                                  1083
FCFP6_1024_362                                                                                  FCFP6_1024_362 data-type                                                                                  1083
FCFP6_1024_573                                                                                  FCFP6_1024_573 number of missing values                                                                                  1083
FCFP6_1024_15                                                                                  FCFP6_1024_15 data-type                                                                                  1083
FCFP6_1024_584                                                                                  FCFP6_1024_584 data-type                                                                                  1083
FCFP6_1024_697                                                                                  FCFP6_1024_697 number of missing values                                                                                  1083
FCFP6_1024_390                                                                                  FCFP6_1024_390 number of missing values                                                                                  1083
FCFP6_1024_610                                                                                  FCFP6_1024_610 number of missing values                                                                                  1083
FCFP6_1024_898                                                                                  FCFP6_1024_898 data-type                                                                                  1083
FCFP6_1024_35                                                                                  FCFP6_1024_35 number of missing values                                                                                  1083
FCFP6_1024_344                                                                                  FCFP6_1024_344 data-type                                                                                  1083
FCFP6_1024_551                                                                                  FCFP6_1024_551 number of missing values                                                                                  1083
FCFP6_1024_851                                                                                  FCFP6_1024_851 number of missing values                                                                                  1083
FCFP6_1024_947                                                                                  FCFP6_1024_947 data-type                                                                                  1083
FCFP6_1024_928                                                                                  FCFP6_1024_928 data-type                                                                                  1083
FCFP6_1024_829                                                                                  FCFP6_1024_829 number of missing values                                                                                  1083
FCFP6_1024_651                                                                                  FCFP6_1024_651 number of missing values                                                                                  1083
FCFP6_1024_206                                                                                  FCFP6_1024_206 number of missing values                                                                                  1083
FCFP6_1024_546                                                                                  FCFP6_1024_546 data-type                                                                                  1083
FCFP6_1024_565                                                                                  FCFP6_1024_565 number of missing values                                                                                  1083
FCFP6_1024_280                                                                                  FCFP6_1024_280 number of missing values                                                                                  1083
FCFP6_1024_160                                                                                  FCFP6_1024_160 data-type                                                                                  1083
FCFP6_1024_402                                                                                  FCFP6_1024_402 number of missing values                                                                                  1083
FCFP6_1024_242                                                                                  FCFP6_1024_242 number of missing values                                                                                  1083
FCFP6_1024_707                                                                                  FCFP6_1024_707 data-type                                                                                  1083
FCFP6_1024_8                                                                                  FCFP6_1024_8 data-type                                                                                  1083
FCFP6_1024_980                                                                                  FCFP6_1024_980 number of missing values                                                                                  1083
FCFP6_1024_464                                                                                  FCFP6_1024_464 data-type                                                                                  1083
FCFP6_1024_24                                                                                  FCFP6_1024_24 number of missing values                                                                                  1083
FCFP6_1024_630                                                                                  FCFP6_1024_630 data-type                                                                                  1083
FCFP6_1024_874                                                                                  FCFP6_1024_874 data-type                                                                                  1083
FCFP6_1024_757                                                                                  FCFP6_1024_757 data-type                                                                                  1083
FCFP6_1024_446                                                                                  FCFP6_1024_446 data-type                                                                                  1083
FCFP6_1024_78                                                                                  FCFP6_1024_78 number of missing values                                                                                  1083
FCFP6_1024_167                                                                                  FCFP6_1024_167 number of missing values                                                                                  1083
FCFP6_1024_221                                                                                  FCFP6_1024_221 number of missing values                                                                                  1083
FCFP6_1024_460                                                                                  FCFP6_1024_460 number of missing values                                                                                  1083
FCFP6_1024_63                                                                                  FCFP6_1024_63 number of missing values                                                                                  1083
FCFP6_1024_469                                                                                  FCFP6_1024_469 number of missing values                                                                                  1083
FCFP6_1024_76                                                                                  FCFP6_1024_76 number of missing values                                                                                  1083
FCFP6_1024_285                                                                                  FCFP6_1024_285 data-type                                                                                  1083
FCFP6_1024_123                                                                                  FCFP6_1024_123 number of missing values                                                                                  1083
FCFP6_1024_380                                                                                  FCFP6_1024_380 number of missing values                                                                                  1083
FCFP6_1024_645                                                                                  FCFP6_1024_645 data-type                                                                                  1083
FCFP6_1024_45                                                                                  FCFP6_1024_45 data-type                                                                                  1083
FCFP6_1024_574                                                                                  FCFP6_1024_574 data-type                                                                                  1083
FCFP6_1024_507                                                                                  FCFP6_1024_507 data-type                                                                                  1083
FCFP6_1024_185                                                                                  FCFP6_1024_185 data-type                                                                                  1083
FCFP6_1024_118                                                                                  FCFP6_1024_118 number of missing values                                                                                  1083
FCFP6_1024_168                                                                                  FCFP6_1024_168 number of missing values                                                                                  1083
FCFP6_1024_237                                                                                  FCFP6_1024_237 data-type                                                                                  1083
FCFP6_1024_1007                                                                                  FCFP6_1024_1007 number of missing values                                                                                  1083
FCFP6_1024_711                                                                                  FCFP6_1024_711 data-type                                                                                  1083
FCFP6_1024_1001                                                                                  FCFP6_1024_1001 data-type                                                                                  1083
FCFP6_1024_544                                                                                  FCFP6_1024_544 number of missing values                                                                                  1083
FCFP6_1024_706                                                                                  FCFP6_1024_706 data-type                                                                                  1083
FCFP6_1024_317                                                                                  FCFP6_1024_317 data-type                                                                                  1083
FCFP6_1024_925                                                                                  FCFP6_1024_925 number of missing values                                                                                  1083
FCFP6_1024_521                                                                                  FCFP6_1024_521 data-type                                                                                  1083
FCFP6_1024_876                                                                                  FCFP6_1024_876 number of missing values                                                                                  1083
FCFP6_1024_586                                                                                  FCFP6_1024_586 data-type                                                                                  1083
FCFP6_1024_494                                                                                  FCFP6_1024_494 data-type                                                                                  1083
FCFP6_1024_689                                                                                  FCFP6_1024_689 data-type                                                                                  1083
FCFP6_1024_644                                                                                  FCFP6_1024_644 data-type                                                                                  1083
FCFP6_1024_382                                                                                  FCFP6_1024_382 number of missing values                                                                                  1083
FCFP6_1024_155                                                                                  FCFP6_1024_155 number of missing values                                                                                  1083
FCFP6_1024_1005                                                                                  FCFP6_1024_1005 data-type                                                                                  1083
FCFP6_1024_269                                                                                  FCFP6_1024_269 data-type                                                                                  1083
FCFP6_1024_930                                                                                  FCFP6_1024_930 number of missing values                                                                                  1083
FCFP6_1024_802                                                                                  FCFP6_1024_802 data-type                                                                                  1083
FCFP6_1024_57                                                                                  FCFP6_1024_57 number of missing values                                                                                  1083
FCFP6_1024_793                                                                                  FCFP6_1024_793 number of missing values                                                                                  1083
FCFP6_1024_145                                                                                  FCFP6_1024_145 data-type                                                                                  1083
FCFP6_1024_889                                                                                  FCFP6_1024_889 data-type                                                                                  1083
FCFP6_1024_491                                                                                  FCFP6_1024_491 number of missing values                                                                                  1083
FCFP6_1024_207                                                                                  FCFP6_1024_207 data-type                                                                                  1083
FCFP6_1024_558                                                                                  FCFP6_1024_558 number of missing values                                                                                  1083
FCFP6_1024_844                                                                                  FCFP6_1024_844 number of missing values                                                                                  1083
FCFP6_1024_723                                                                                  FCFP6_1024_723 data-type                                                                                  1083
FCFP6_1024_703                                                                                  FCFP6_1024_703 number of missing values                                                                                  1083
FCFP6_1024_279                                                                                  FCFP6_1024_279 number of missing values                                                                                  1083
FCFP6_1024_693                                                                                  FCFP6_1024_693 number of missing values                                                                                  1083
FCFP6_1024_751                                                                                  FCFP6_1024_751 data-type                                                                                  1083
FCFP6_1024_312                                                                                  FCFP6_1024_312 data-type                                                                                  1083
FCFP6_1024_548                                                                                  FCFP6_1024_548 number of missing values                                                                                  1083
FCFP6_1024_132                                                                                  FCFP6_1024_132 number of missing values                                                                                  1083
FCFP6_1024_152                                                                                  FCFP6_1024_152 number of missing values                                                                                  1083
FCFP6_1024_100                                                                                  FCFP6_1024_100 data-type                                                                                  1083
FCFP6_1024_1006                                                                                  FCFP6_1024_1006 number of missing values                                                                                  1083
FCFP6_1024_416                                                                                  FCFP6_1024_416 number of missing values                                                                                  1083
FCFP6_1024_379                                                                                  FCFP6_1024_379 data-type                                                                                  1083
FCFP6_1024_500                                                                                  FCFP6_1024_500 data-type                                                                                  1083
FCFP6_1024_82                                                                                  FCFP6_1024_82 data-type                                                                                  1083
FCFP6_1024_283                                                                                  FCFP6_1024_283 data-type                                                                                  1083
FCFP6_1024_802                                                                                  FCFP6_1024_802 number of missing values                                                                                  1083
FCFP6_1024_883                                                                                  FCFP6_1024_883 number of missing values                                                                                  1083
FCFP6_1024_229                                                                                  FCFP6_1024_229 data-type                                                                                  1083
FCFP6_1024_365                                                                                  FCFP6_1024_365 number of missing values                                                                                  1083
FCFP6_1024_829                                                                                  FCFP6_1024_829 data-type                                                                                  1083
FCFP6_1024_899                                                                                  FCFP6_1024_899 data-type                                                                                  1083
FCFP6_1024_608                                                                                  FCFP6_1024_608 data-type                                                                                  1083
FCFP6_1024_833                                                                                  FCFP6_1024_833 number of missing values                                                                                  1083
FCFP6_1024_220                                                                                  FCFP6_1024_220 number of missing values                                                                                  1083
FCFP6_1024_164                                                                                  FCFP6_1024_164 data-type                                                                                  1083
FCFP6_1024_57                                                                                  FCFP6_1024_57 data-type                                                                                  1083
FCFP6_1024_217                                                                                  FCFP6_1024_217 data-type                                                                                  1083
FCFP6_1024_918                                                                                  FCFP6_1024_918 data-type                                                                                  1083
FCFP6_1024_695                                                                                  FCFP6_1024_695 number of missing values                                                                                  1083
FCFP6_1024_240                                                                                  FCFP6_1024_240 data-type                                                                                  1083
FCFP6_1024_794                                                                                  FCFP6_1024_794 data-type                                                                                  1083
FCFP6_1024_186                                                                                  FCFP6_1024_186 data-type                                                                                  1083
FCFP6_1024_664                                                                                  FCFP6_1024_664 data-type                                                                                  1083
FCFP6_1024_838                                                                                  FCFP6_1024_838 number of missing values                                                                                  1083
FCFP6_1024_254                                                                                  FCFP6_1024_254 number of missing values                                                                                  1083
FCFP6_1024_19                                                                                  FCFP6_1024_19 data-type                                                                                  1083
FCFP6_1024_328                                                                                  FCFP6_1024_328 data-type                                                                                  1083
FCFP6_1024_531                                                                                  FCFP6_1024_531 number of missing values                                                                                  1083
FCFP6_1024_596                                                                                  FCFP6_1024_596 data-type                                                                                  1083
FCFP6_1024_477                                                                                  FCFP6_1024_477 data-type                                                                                  1083
FCFP6_1024_164                                                                                  FCFP6_1024_164 number of missing values                                                                                  1083
FCFP6_1024_1020                                                                                  FCFP6_1024_1020 number of missing values                                                                                  1083
FCFP6_1024_223                                                                                  FCFP6_1024_223 number of missing values                                                                                  1083
FCFP6_1024_397                                                                                  FCFP6_1024_397 data-type                                                                                  1083
FCFP6_1024_292                                                                                  FCFP6_1024_292 number of missing values                                                                                  1083
FCFP6_1024_266                                                                                  FCFP6_1024_266 data-type                                                                                  1083
FCFP6_1024_334                                                                                  FCFP6_1024_334 data-type                                                                                  1083
FCFP6_1024_325                                                                                  FCFP6_1024_325 number of missing values                                                                                  1083
FCFP6_1024_542                                                                                  FCFP6_1024_542 number of missing values                                                                                  1083
FCFP6_1024_462                                                                                  FCFP6_1024_462 number of missing values                                                                                  1083
FCFP6_1024_68                                                                                  FCFP6_1024_68 number of missing values                                                                                  1083
FCFP6_1024_660                                                                                  FCFP6_1024_660 data-type                                                                                  1083
FCFP6_1024_679                                                                                  FCFP6_1024_679 data-type                                                                                  1083
FCFP6_1024_156                                                                                  FCFP6_1024_156 data-type                                                                                  1083
FCFP6_1024_567                                                                                  FCFP6_1024_567 number of missing values                                                                                  1083
FCFP6_1024_332                                                                                  FCFP6_1024_332 number of missing values                                                                                  1083
FCFP6_1024_1008                                                                                  FCFP6_1024_1008 data-type                                                                                  1083
FCFP6_1024_938                                                                                  FCFP6_1024_938 data-type                                                                                  1083
FCFP6_1024_75                                                                                  FCFP6_1024_75 data-type                                                                                  1083
FCFP6_1024_811                                                                                  FCFP6_1024_811 number of missing values                                                                                  1083
FCFP6_1024_359                                                                                  FCFP6_1024_359 number of missing values                                                                                  1083
FCFP6_1024_848                                                                                  FCFP6_1024_848 data-type                                                                                  1083
FCFP6_1024_915                                                                                  FCFP6_1024_915 number of missing values                                                                                  1083
FCFP6_1024_457                                                                                  FCFP6_1024_457 data-type                                                                                  1083
FCFP6_1024_788                                                                                  FCFP6_1024_788 data-type                                                                                  1083
